(n, d, k);[Gematria of ELS];Gematria WordTotal of ELS;ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(119780, -28, 5);[40, 300, 10, 8, 10];368;משיחי;31599;(2, 28, 30, 4, 31599);המשפט;2;(2, 28, 30, 11, 119780);ונתת אל חשן המשפט את האורים ואת התמים והיו על לב אהרן בבאו לפני יהוה ונשא אהרן את משפט בני ישראל על לבו לפני יהוה תמיד
(202039, -28, 5);[40, 300, 10, 8, 10];368;משיחי;53268;(4, 7, 85, 2, 53268);ומאה;2;(4, 7, 85, 7, 202039);שלשים ומאה הקערה האחת כסף ושבעים המזרק האחד כל כסף הכלים אלפים וארבע מאות בשקל הקדש
(199502, -21, 5);[40, 300, 10, 8, 10];368;משיחי;52605;(4, 7, 25, 16, 52605);מלאים;1;(4, 7, 25, 61, 199502);קרבנו קערת כסף אחת שלשים ומאה משקלה מזרק אחד כסף שבעים שקל בשקל הקדש שניהם מלאים סלת בלולה בשמן למנחה
(149438, -19, 5);[40, 300, 10, 8, 10];368;משיחי;39425;(3, 7, 12, 1, 39425);אם;2;(3, 7, 12, 2, 149438);אם על תודה יקריבנו והקריב על זבח התודה חלות מצות בלולת בשמן ורקיקי מצות משחים בשמן וסלת מרבכת חלת בלולת בשמן
(15575, -15, 5);[40, 300, 10, 8, 10];368;משיחי;4175;(1, 13, 9, 12, 4175);הימין;3;(1, 13, 9, 43, 15575);הלא כל הארץ לפניך הפרד נא מעלי אם השמאל ואימנה ואם הימין ואשמאילה
(266657, -15, 5);[40, 300, 10, 8, 10];368;משיחי;69982;(5, 9, 19, 16, 69982);בפעם;4;(5, 9, 19, 62, 266657);כי יגרתי מפני האף והחמה אשר קצף יהוה עליכם להשמיד אתכם וישמע יהוה אלי גם בפעם ההוא
(282785, -14, 5);[40, 300, 10, 8, 10];368;משיחי;74219;(5, 21, 3, 18, 74219);משכה;1;(5, 21, 3, 59, 282785);והיה העיר הקרבה אל החלל ולקחו זקני העיר ההוא עגלת בקר אשר לא עבד בה אשר לא משכה בעל
(26497, -8, 5);[40, 300, 10, 8, 10];368;משיחי;7072;(1, 21, 23, 17, 7072);ועם;3;(1, 21, 23, 66, 26497);ועתה השבעה לי באלהים הנה אם תשקר לי ולניני ולנכדי כחסד אשר עשיתי עמך תעשה עמדי ועם הארץ אשר גרתה בה
(253121, -7, 5);[40, 300, 10, 8, 10];368;משיחי;66500;(5, 2, 12, 7, 66500);יירשום;6;(5, 2, 12, 33, 253121);ובשעיר ישבו החרים לפנים ובני עשו יירשום וישמידום מפניהם וישבו תחתם כאשר עשה ישראל לארץ ירשתו אשר נתן יהוה להם
(90097, -5, 5);[40, 300, 10, 8, 10];368;משיחי;23738;(2, 9, 10, 5, 23738);ויעמדו;4;(2, 9, 10, 19, 90097);ויקחו את פיח הכבשן ויעמדו לפני פרעה ויזרק אתו משה השמימה ויהי שחין אבעבעת פרח באדם ובבהמה
(191542, -5, 5);[40, 300, 10, 8, 10];368;משיחי;50525;(4, 3, 29, 8, 50525);תימנה;3;(4, 3, 29, 28, 191542);משפחת בני קהת יחנו על ירך המשכן תימנה
(207785, -5, 5);[40, 300, 10, 8, 10];368;משיחי;54758;(4, 11, 20, 7, 54758);מאפכם;1;(4, 11, 20, 18, 207785);עד חדש ימים עד אשר יצא מאפכם והיה לכם לזרא יען כי מאסתם את יהוה אשר בקרבכם ותבכו לפניו לאמר למה זה יצאנו ממצרים
(198376, -3, 5);[40, 300, 10, 8, 10];368;משיחי;52314;(4, 7, 1, 22, 52314);אתם;3;(4, 7, 1, 83, 198376);ויהי ביום כלות משה להקים את המשכן וימשח אתו ויקדש אתו ואת כל כליו ואת המזבח ואת כל כליו וימשחם ויקדש אתם
(13179, -1, 5);[40, 300, 10, 8, 10];368;משיחי;3536;(1, 11, 11, 2, 3536);שם;2;(1, 11, 11, 6, 13179);ויחי שם אחרי הולידו את ארפכשד חמש מאות שנה ויולד בנים ובנות
(187957, -100, 5);[40, 300, 10, 8, 6];364;משיחו;49647;(4, 1, 37, 5, 49647);ושלשים;6;(4, 1, 37, 25, 187957);פקדיהם למטה בנימן חמשה ושלשים אלף וארבע מאות
(47017, -99, 5);[40, 300, 10, 8, 6];364;משיחו;12526;(1, 32, 11, 5, 12526);האמת;3;(1, 32, 11, 21, 47017);קטנתי מכל החסדים ומכל האמת אשר עשית את עבדך כי במקלי עברתי את הירדן הזה ועתה הייתי לשני מחנות
(35568, -89, 5);[40, 300, 10, 8, 6];364;משיחו;9459;(1, 26, 22, 12, 9459);ויאמר;4;(1, 26, 22, 47, 35568);ויעתק משם ויחפר באר אחרת ולא רבו עליה ויקרא שמה רחבות ויאמר כי עתה הרחיב יהוה לנו ופרינו בארץ
(199770, -81, 5);[40, 300, 10, 8, 6];364;משיחו;52674;(4, 7, 31, 19, 52674);בשמן;3;(4, 7, 31, 76, 199770);קרבנו קערת כסף אחת שלשים ומאה משקלה מזרק אחד כסף שבעים שקל בשקל הקדש שניהם מלאים סלת בלולה בשמן למנחה
(231899, -81, 5);[40, 300, 10, 8, 6];364;משיחו;61163;(4, 26, 20, 4, 61163);למשפחתם;2;(4, 26, 20, 15, 231899);ויהיו בני יהודה למשפחתם לשלה משפחת השלני לפרץ משפחת הפרצי לזרח משפחת הזרחי
(262899, -77, 5);[40, 300, 10, 8, 6];364;משיחו;69028;(5, 7, 6, 15, 69028);מכל;1;(5, 7, 6, 50, 262899);כי עם קדוש אתה ליהוה אלהיך בך בחר יהוה אלהיך להיות לו לעם סגלה מכל העמים אשר על פני האדמה
(140705, -76, 5);[40, 300, 10, 8, 6];364;משיחו;37082;(2, 40, 18, 16, 37082);עמודיו;2;(2, 40, 18, 56, 140705);ויקם משה את המשכן ויתן את אדניו וישם את קרשיו ויתן את בריחיו ויקם את עמודיו
(208379, -75, 5);[40, 300, 10, 8, 6];364;משיחו;54912;(4, 11, 29, 12, 54912);נביאים;6;(4, 11, 29, 40, 208379);ויאמר לו משה המקנא אתה לי ומי יתן כל עם יהוה נביאים כי יתן יהוה את רוחו עליהם
(303805, -73, 5);[40, 300, 10, 8, 6];364;משיחו;79712;(5, 33, 21, 16, 79712);עם;2;(5, 33, 21, 57, 303805);וירא ראשית לו כי שם חלקת מחקק ספון ויתא ראשי עם צדקת יהוה עשה ומשפטיו עם ישראל
(183245, -68, 5);[40, 300, 10, 8, 6];364;משיחו;48464;(3, 26, 20, 3, 48464);כחכם;4;(3, 26, 20, 11, 183245);ותם לריק כחכם ולא תתן ארצכם את יבולה ועץ הארץ לא יתן פריו
(122220, -67, 5);[40, 300, 10, 8, 6];364;משיחו;32237;(2, 29, 29, 13, 32237);ידם;3;(2, 29, 29, 51, 122220);ובגדי הקדש אשר לאהרן יהיו לבניו אחריו למשחה בהם ולמלא בם את ידם
(113310, -65, 5);[40, 300, 10, 8, 6];364;משיחו;29995;(2, 24, 16, 10, 29995);ימים;2;(2, 24, 16, 36, 113310);וישכן כבוד יהוה על הר סיני ויכסהו הענן ששת ימים ויקרא אל משה ביום השביעי מתוך הענן
(6514, -60, 5);[40, 300, 10, 8, 6];364;משיחו;1732;(1, 5, 26, 7, 1732);שתים;4;(1, 5, 26, 29, 6514);ויחי מתושלח אחרי הולידו את למך שתים ושמונים שנה ושבע מאות שנה ויולד בנים ובנות
(233636, -57, 5);[40, 300, 10, 8, 6];364;משיחו;61546;(4, 26, 59, 17, 61546);משה;1;(4, 26, 59, 59, 233636);ושם אשת עמרם יוכבד בת לוי אשר ילדה אתה ללוי במצרים ותלד לעמרם את אהרן ואת משה ואת מרים אחתם
(180294, -55, 5);[40, 300, 10, 8, 6];364;משיחו;47711;(3, 25, 15, 1, 47711);במספר;2;(3, 25, 15, 2, 180294);במספר שנים אחר היובל תקנה מאת עמיתך במספר שני תבואת ימכר לך
(231803, -54, 5);[40, 300, 10, 8, 6];364;משיחו;61140;(4, 26, 17, 5, 61140);משפחת;1;(4, 26, 17, 23, 231803);לארוד משפחת הארודי לאראלי משפחת האראלי
(58053, -48, 5);[40, 300, 10, 8, 6];364;משיחו;15437;(1, 39, 9, 11, 15437);אם;2;(1, 39, 9, 39, 58053);איננו גדול בבית הזה ממני ולא חשך ממני מאומה כי אם אותך באשר את אשתו ואיך אעשה הרעה הגדלה הזאת וחטאתי לאלהים
(176207, -48, 5);[40, 300, 10, 8, 6];364;משיחו;46672;(3, 23, 2, 12, 46672);מקראי;1;(3, 23, 2, 43, 176207);דבר אל בני ישראל ואמרת אלהם מועדי יהוה אשר תקראו אתם מקראי קדש אלה הם מועדי
(9402, -38, 5);[40, 300, 10, 8, 6];364;משיחו;2519;(1, 8, 6, 2, 2519);מקץ;1;(1, 8, 6, 5, 9402);ויהי מקץ ארבעים יום ויפתח נח את חלון התבה אשר עשה
(148480, -38, 5);[40, 300, 10, 8, 6];364;משיחו;39173;(3, 6, 13, 8, 39173);ביום;4;(3, 6, 13, 33, 148480);זה קרבן אהרן ובניו אשר יקריבו ליהוה ביום המשח אתו עשירת האפה סלת מנחה תמיד מחציתה בבקר ומחציתה בערב
(162513, -36, 5);[40, 300, 10, 8, 6];364;משיחו;42935;(3, 14, 22, 2, 42935);תרים;4;(3, 14, 22, 8, 162513);ושתי תרים או שני בני יונה אשר תשיג ידו והיה אחד חטאת והאחד עלה
(79704, -33, 5);[40, 300, 10, 8, 6];364;משיחו;21036;(2, 2, 14, 1, 21036);ויאמר;4;(2, 2, 14, 4, 79704);ויאמר מי שמך לאיש שר ושפט עלינו הלהרגני אתה אמר כאשר הרגת את המצרי ויירא משה ויאמר אכן נודע הדבר
(9469, -30, 5);[40, 300, 10, 8, 6];364;משיחו;2537;(1, 8, 7, 9, 2537);המים;4;(1, 8, 7, 33, 9469);וישלח את הערב ויצא יצוא ושוב עד יבשת המים מעל הארץ
(182016, -13, 5);[40, 300, 10, 8, 6];364;משיחו;48165;(3, 25, 50, 5, 48165);המכרו;2;(3, 25, 50, 16, 182016);וחשב עם קנהו משנת המכרו לו עד שנת היבל והיה כסף ממכרו במספר שנים כימי שכיר יהיה עמו
(48561, -10, 5);[40, 300, 10, 8, 6];364;משיחו;12932;(1, 33, 8, 2, 12932);מי;1;(1, 33, 8, 6, 48561);ויאמר מי לך כל המחנה הזה אשר פגשתי ויאמר למצא חן בעיני אדני
(33540, -9, 5);[40, 300, 10, 8, 6];364;משיחו;8935;(1, 25, 16, 12, 8935);לאמתם;3;(1, 25, 16, 51, 33540);אלה הם בני ישמעאל ואלה שמתם בחצריהם ובטירתם שנים עשר נשיאם לאמתם
(187957, -100, 4);[40, 300, 10, 8];358;משיח;49647;(4, 1, 37, 5, 49647);ושלשים;6;(4, 1, 37, 25, 187957);פקדיהם למטה בנימן חמשה ושלשים אלף וארבע מאות
(283263, -100, 4);[40, 300, 10, 8];358;משיח;74347;(5, 21, 13, 5, 74347);מעליה;1;(5, 21, 13, 17, 283263);והסירה את שמלת שביה מעליה וישבה בביתך ובכתה את אביה ואת אמה ירח ימים ואחר כן תבוא אליה ובעלתה והיתה לך לאשה
(295467, -100, 4);[40, 300, 10, 8];358;משיח;77561;(5, 29, 2, 7, 77561);והמפתים;3;(5, 29, 2, 28, 295467);המסות הגדלת אשר ראו עיניך האתת והמפתים הגדלים ההם
(47017, -99, 4);[40, 300, 10, 8];358;משיח;12526;(1, 32, 11, 5, 12526);האמת;3;(1, 32, 11, 21, 47017);קטנתי מכל החסדים ומכל האמת אשר עשית את עבדך כי במקלי עברתי את הירדן הזה ועתה הייתי לשני מחנות
(70513, -99, 4);[40, 300, 10, 8];358;משיח;18655;(1, 46, 5, 12, 18655);טפם;3;(1, 46, 5, 45, 70513);ויקם יעקב מבאר שבע וישאו בני ישראל את יעקב אביהם ואת טפם ואת נשיהם בעגלות אשר שלח פרעה לשאת אתו
(140001, -99, 4);[40, 300, 10, 8];358;משיח;36891;(2, 40, 2, 1, 36891);ביום;4;(2, 40, 2, 4, 140001);ביום החדש הראשון באחד לחדש תקים את משכן אהל מועד
(181359, -99, 4);[40, 300, 10, 8];358;משיח;47994;(3, 25, 36, 7, 47994);מאלהיך;1;(3, 25, 36, 24, 181359);אל תקח מאתו נשך ותרבית ויראת מאלהיך וחי אחיך עמך
(178509, -98, 4);[40, 300, 10, 8];358;משיח;47240;(3, 23, 43, 16, 47240);אלהיכם;6;(3, 23, 43, 70, 178509);למען ידעו דרתיכם כי בסכות הושבתי את בני ישראל בהוציאי אותם מארץ מצרים אני יהוה אלהיכם
(129679, -97, 4);[40, 300, 10, 8];358;משיח;34234;(2, 34, 11, 7, 34234);היום;4;(2, 34, 11, 22, 129679);שמר לך את אשר אנכי מצוך היום הנני גרש מפניך את האמרי והכנעני והחתי והפרזי והחוי והיבוסי
(143439, -97, 4);[40, 300, 10, 8];358;משיח;37803;(3, 3, 2, 9, 37803);מועד;1;(3, 3, 2, 29, 143439);וסמך ידו על ראש קרבנו ושחטו פתח אהל מועד וזרקו בני אהרן הכהנים את הדם על המזבח סביב
(177243, -97, 4);[40, 300, 10, 8];358;משיח;46925;(3, 23, 21, 5, 46925);מקרא;1;(3, 23, 21, 18, 177243);וקראתם בעצם היום הזה מקרא קדש יהיה לכם כל מלאכת עבדה לא תעשו חקת עולם בכל מושבתיכם לדרתיכם
(233642, -97, 4);[40, 300, 10, 8];358;משיח;61548;(4, 26, 59, 19, 61548);מרים;1;(4, 26, 59, 65, 233642);ושם אשת עמרם יוכבד בת לוי אשר ילדה אתה ללוי במצרים ותלד לעמרם את אהרן ואת משה ואת מרים אחתם
(133774, -96, 4);[40, 300, 10, 8];358;משיח;35302;(2, 36, 18, 4, 35302);חמשים;5;(2, 36, 18, 17, 133774);ויעש קרסי נחשת חמשים לחבר את האהל להית אחד
(154404, -96, 4);[40, 300, 10, 8];358;משיח;40739;(3, 10, 4, 21, 40739);מחוץ;1;(3, 10, 4, 73, 154404);ויקרא משה אל מישאל ואל אלצפן בני עזיאל דד אהרן ויאמר אלהם קרבו שאו את אחיכם מאת פני הקדש אל מחוץ למחנה
(13788, -95, 4);[40, 300, 10, 8];358;משיח;3691;(1, 11, 25, 13, 3691);בנים;4;(1, 11, 25, 49, 13788);ויחי נחור אחרי הולידו את תרח תשע עשרה שנה ומאת שנה ויולד בנים ובנות
(32892, -95, 4);[40, 300, 10, 8];358;משיח;8770;(1, 25, 2, 8, 8770);מדן;1;(1, 25, 2, 23, 32892);ותלד לו את זמרן ואת יקשן ואת מדן ואת מדין ואת ישבק ואת שוח
(179668, -95, 4);[40, 300, 10, 8];358;משיח;47552;(3, 25, 3, 2, 47552);שנים;4;(3, 25, 3, 6, 179668);שש שנים תזרע שדך ושש שנים תזמר כרמך ואספת את תבואתה
