ת;ו;מ;ד;כ;ו;נ;מ;ל;צ;ב;ם;ד;א;ה
ו;ם;י;ה;ת;ג;ד;ב;ו;ד;ר;י;ו;ו;נ
ה;מ;ה;ב;ב;ו;ם;י;מ;ש;ה;ף;ו;ע;ב
מ;ר;ה;ל;כ;ב;ו;ץ;ר;א;ה;ל;כ;ב;ו
ר;ב;י;ו;ץ;ר;א;ה;ל;ע;ש;מ;ר;ה;ש
ל;צ;ב;ם;ד;א;ה;ת;א;ם;י;ה;ל;א;א
א;א;ר;ב;ם;י;ה;ל;א;ם;ל;צ;ב;ו;מ
ת;א;א;ר;ב;ה;ב;ק;נ;ו;ר;כ;ז;ו;ת
ו;ם;י;ה;ל;א;ם;ת;א;ך;ר;ב;י;ו;ם
ו;ר;פ;ם;י;ה;ל;א;ם;ה;ל;ר;מ;א;י
ץ;ר;א;ה;ת;א;ו;א;ל;מ;ו;ו;ב;ר;ו
י;ה;ת;ג;ד;ב;ו;ד;ר;ו;ה;ש;ב;כ;ו
ל;כ;ב;ו;ם;י;מ;ש;ה;ף;ו;ע;ב;ו;ם
ו;ץ;ר;א;ה;ל;ע;ת;ש;מ;ר;ה;ה;י;ח
ת;ת;נ;ה;נ;ה;ם;י;ה;ל;א;ר;מ;א;י
ז;ע;ר;ז;ב;ש;ע;ל;כ;ת;א;ם;כ;ל;י
ר;א;ה;ל;כ;י;נ;פ;ל;ע;ר;ש;א;ע;ר
פ;ו;ב;ר;ש;א;ץ;ע;ה;ל;כ;ת;א;ו;ץ
ה;י;ם;כ;ל;ע;ר;ז;ע;ר;ז;ץ;ע;י;ר
ה;ת;י;ח;ל;כ;ל;ו;ה;ל;כ;א;ל;ה;י
ם;י;מ;ש;ה;ף;ו;ע;ל;כ;ל;ו;ץ;ר;א
א;ץ;ר;א;ה;ל;ע;ש;מ;ו;ר;ל;כ;ל;ו
י;ל;כ;ת;א;ה;י;ח;ש;פ;נ;ו;ב;ר;ש
כ;י;ה;י;ו;ה;ל;כ;א;ל;ב;ש;ע;ק;ר
א;ל;כ;ת;א;ם;י;ה;ל;א;א;ר;י;ו;ן
ד;א;מ;ב;ו;ט;ה;נ;ה;ו;ה;ש;ע;ר;ש
י;ר;ק;ב;י;ה;י;ו;ב;ר;ע;י;ה;י;ו
י;מ;ש;ה;ו;ל;כ;י;ו;י;ש;ש;ה;ם;ו
י;ו;ם;א;ב;צ;ל;כ;ו;ץ;ר;א;ה;ו;ם
י;ב;ש;ה;ם;ו;י;ב;ם;י;ה;ל;א;ל;כ
ו;ה;ש;ע;ר;ש;א;ו;ת;כ;א;ל;מ;י;ע
מ;י;ע;י;ב;ש;ה;ם;ו;י;ב;ת;ב;ש;י
ו;ה;ש;ע;ר;ש;א;ו;ת;כ;א;ל;מ;ל;כ
ה;ם;ו;י;ת;א;ם;י;ה;ל;א;ך;ר;ב;י
י;כ;ו;ת;א;ש;ד;ק;י;ו;י;ע;י;ב;ש
א;ו;ת;כ;א;ל;מ;ל;כ;מ;ת;ב;ש;ו;ב
ת;ו;ש;ע;ל;ם;י;ה;ל;א;א;ר;ב;ר;ש
ו;ם;י;מ;ש;ה;ת;ו;ד;ל;ו;ת;ה;ל;א
ע;ם;ו;י;ב;ם;א;ר;ב;ה;ב;ץ;ר;א;ה
ץ;ר;א;ם;י;ה;ל;א;ה;ו;ה;י;ת;ו;ש
ה;ד;ש;ה;ח;י;ש;ל;כ;ו;ם;י;מ;ש;ו
ע;ל;כ;ו;ץ;ר;א;ב;ה;י;ה;י;ם;ר;ט
י;כ;ח;מ;צ;י;ם;ר;ט;ה;ד;ש;ה;ב;ש
י;ה;ל;א;ה;ו;ה;י;ר;י;ט;מ;ה;א;ל
ל;ן;י;א;ם;ד;א;ו;ץ;ר;א;ה;ל;ע;ם
ע;י;ד;א;ו;ה;מ;ד;א;ה;ת;א;ד;ב;ע
ת;א;ה;ק;ש;ה;ו;ץ;ר;א;ה;ן;מ;ה;ל
ר;צ;י;י;ו;ה;מ;ד;א;ה;י;נ;פ;ל;כ
ם;ד;א;ה;ת;א;ם;י;ה;ל;א;ה;ו;ה;י
ב;ח;פ;י;ו;ה;מ;ד;א;ה;ן;מ;ר;פ;ע
ה;י;ו;ם;י;י;ח;ת;מ;ש;נ;ו;י;פ;א
ט;י;ו;ה;י;ח;ש;פ;נ;ל;ם;ד;א;ה;י
ד;ע;ב;ן;ג;ם;י;ה;ל;א;ה;ו;ה;י;ע
א;ה;ת;א;ם;ש;ם;ש;י;ו;ם;ד;ק;מ;ן
ה;י;ח;מ;צ;י;ו;ר;צ;י;ר;ש;א;ם;ד
כ;ה;מ;ד;א;ה;ן;מ;ם;י;ה;ל;א;ה;ו
ו;ט;ו;ה;א;ר;מ;ל;ד;מ;ח;נ;ץ;ע;ל
ב;ם;י;י;ח;ה;ץ;ע;ו;ל;כ;א;מ;ל;ב
ו;ט;ת;ע;ד;ה;ץ;ע;ו;ן;ג;ה;ך;ו;ת
ן;ד;ע;מ;א;צ;י;ר;ה;נ;ו;ע;ר;ו;ב
ם;ש;מ;ו;ן;ג;ה;ת;א;ת;ו;ק;ש;ה;ל
ר;ה;ע;ב;ר;א;ל;ה;י;ה;ו;ד;ר;פ;י
ן;ו;ש;י;פ;ד;ח;א;ה;ם;ש;ם;י;ש;א
ה;ץ;ר;א;ל;כ;ת;א;ב;ב;ס;ה;א;ו;ה
ו;ב;ה;ז;ה;ם;ש;ר;ש;א;ה;ל;י;ו;ח
ש;ב;ו;ט;א;ו;ה;ה;ץ;ר;א;ה;ב;ה;ז
ו;ם;ה;ש;ה;ן;ב;א;ו;ח;ל;ד;ב;ה;ם
ן;ו;ח;י;ג;י;נ;ש;ה;ר;ה;נ;ה;ם;ש
ץ;ר;א;ל;כ;ת;א;ב;ב;ו;ס;ה;א;ו;ה
ש;י;ל;ש;ה;ר;ה;נ;ה;ם;ש;ו;ש;ו;כ
מ;ד;ק;ך;ל;ה;ה;א;ו;ה;ל;ק;ד;ח;י
ע;י;ב;ר;ה;ר;ה;נ;ה;ו;ר;ו;ש;א;ת
ה;ו;ה;י;ח;ק;י;ו;ת;ר;פ;א;ו;ה;י
ח;נ;י;ו;ם;ד;א;ה;ת;א;ם;י;ה;ל;א
ל;ו;ה;ד;ב;ע;ל;ן;ד;ע;ן;ג;ב;ו;ה
ה;ל;א;ה;ו;ה;י;ו;צ;י;ו;ה;ר;מ;ש
ל;כ;מ;ר;מ;א;ל;ם;ד;א;ה;ל;ע;ם;י
ע;מ;ו;ל;כ;א;ת;ל;כ;א;ן;ג;ה;ץ;ע
א;ת;א;ל;ע;ר;ו;ב;ו;ט;ת;ע;ד;ה;ץ
ל;כ;א;ם;ו;י;ב;י;כ;ו;נ;מ;מ;ל;כ
א;י;ו;ת;ו;מ;ת;ת;ו;מ;ו;נ;מ;מ;ך
ו;ט;א;ל;ם;י;ה;ל;א;ה;ו;ה;י;ר;מ
ע;א;ו;ד;ב;ל;ם;ד;א;ה;ת;ו;י;ה;ב
צ;י;ו;ו;ד;ג;נ;כ;ר;ז;ע;ו;ל;ה;ש
ד;א;ה;ן;מ;ם;י;ה;ל;א;ה;ו;ה;י;ר
כ;ת;א;ו;ה;ד;ש;ה;ת;י;ח;ל;כ;ה;מ
ל;א;א;ב;י;ו;ם;י;מ;ש;ה;ף;ו;ע;ל
א;ר;ק;י;ה;מ;ת;ו;א;ר;ל;ם;ד;א;ה
ה;ו;ל;א;ר;ק;י;ר;ש;א;ל;כ;ו;ו;ל
ו;מ;ש;א;ו;ה;ה;י;ח;ש;פ;נ;ם;ד;א
כ;ל;ת;ו;מ;ש;ם;ד;א;ה;א;ר;ק;י;ו
י;מ;ש;ה;ף;ו;ע;ל;ו;ה;מ;ה;ב;ה;ל
א;ל;ו;ה;ד;ש;ה;ת;י;ח;ל;כ;ל;ו;ם
ו;ד;ג;נ;כ;ר;ז;ע;א;צ;מ;א;ל;ם;ד
ר;ת;ם;י;ה;ל;א;ה;ו;ה;י;ל;פ;י;ו
ו;ן;ש;י;י;ו;ם;ד;א;ה;ל;ע;ה;מ;ד
י;ו;ו;י;ת;ע;ל;צ;מ;ת;ח;א;ח;ק;י
ן;ב;י;ו;ה;נ;ת;ח;ת;ר;ש;ב;ר;ג;ס
ע;ל;צ;ה;ת;א;ם;י;ה;ל;א;ה;ו;ה;י
ש;א;ל;ם;ד;א;ה;ן;מ;ח;ק;ל;ר;ש;א
א;י;ו;ם;ד;א;ה;ל;א;ה;א;ב;י;ו;ה
צ;ע;ם;ע;פ;ה;ת;א;ז;ם;ד;א;ה;ר;מ
י;ר;ש;ב;מ;ר;ש;ב;ו;י;מ;צ;ע;מ;ם
א;מ;י;כ;ה;ש;א;א;ר;ק;י;ת;א;ז;ל
ע;י;ן;כ;ל;ע;ת;א;ז;ה;ח;ק;ל;ש;י
א;ת;א;ו;ו;י;ב;א;ת;א;ש;י;א;ב;ז
ו;י;ה;ו;ו;ת;ש;א;ב;ק;ב;ד;ו;ו;מ
י;נ;ש;ו;י;ה;י;ו;ד;ח;א;ר;ש;ב;ל
ש;א;ו;ם;ד;א;ה;ם;י;מ;ו;ר;ע;ם;ה
ח;נ;ה;ו;ו;ש;ש;ב;ת;י;א;ל;ו;ו;ת
ה;ת;י;ח;ל;כ;מ;ם;ו;ר;ע;ה;י;ה;ש
ל;א;ה;ו;ה;י;ה;ש;ע;ר;ש;א;ה;ד;ש
א;ה;ש;א;ה;ל;א;ר;מ;א;י;ו;ם;י;ה
א;ת;א;ל;ם;י;ה;ל;א;ר;מ;א;י;כ;ף
מ;א;ת;ו;ן;ג;ה;ץ;ע;ל;כ;מ;ו;ל;כ
י;ר;פ;מ;ש;ח;נ;ה;ל;א;ה;ש;א;ה;ר
ה;י;ר;פ;מ;ו;ל;כ;א;נ;ן;ג;ה;ץ;ע
ר;מ;א;ן;ג;ה;ך;ו;ת;ב;ר;ש;א;ץ;ע
נ;מ;מ;ו;ל;כ;א;ת;א;ל;ם;י;ה;ל;א
ת;מ;ת;ן;פ;ו;ב;ו;ע;ג;ת;א;ל;ו;ו
א;ה;ל;א;ש;ח;נ;ה;ר;מ;א;י;ו;ן;ו
י;י;כ;ן;ו;ת;מ;ת;ת;ו;מ;א;ל;ה;ש
כ;א;ם;ו;י;ב;י;כ;ם;י;ה;ל;א;ע;ד
י;ע;ו;ח;ק;פ;נ;ו;ו;נ;מ;מ;ם;כ;ל
י;ה;ל;א;כ;ם;ת;י;י;ה;ו;ם;כ;י;נ
א;ר;ת;ו;ע;ר;ו;ב;ו;ט;י;ע;ד;י;ם
א;מ;ל;ץ;ע;ה;ב;ו;ט;י;כ;ה;ש;א;ה
י;ע;ל;א;ו;ה;ה;ו;א;ת;י;כ;ו;ל;כ
כ;ש;ה;ל;ץ;ע;ה;ד;מ;ח;נ;ו;ם;י;נ
כ;א;ת;ו;ו;י;ר;פ;מ;ח;ק;ת;ו;ל;י
ה;מ;ע;ה;ש;י;א;ל;ם;ג;ן;ת;ת;ו;ל
נ;י;ע;ה;נ;ח;ק;פ;ת;ו;ל;כ;א;י;ו
י;ע;י;כ;ו;ע;ד;י;ו;ם;ה;י;נ;ש;י
ת;ה;ל;ע;ו;ר;פ;ת;י;ו;ם;ה;ם;מ;ר
ת;ר;ג;ח;ם;ה;ל;ו;ש;ע;י;ו;ה;נ;א
ה;ו;ה;י;ל;ו;ק;ת;א;ו;ע;מ;ש;י;ו
ר;ל;ן;ג;ב;ך;ל;ה;ת;מ;ם;י;ה;ל;א
ד;א;ה;א;ב;ח;ת;י;ו;ם;ו;י;ה;ח;ו
א;ה;ו;ה;י;י;נ;פ;מ;ו;ת;ש;א;ו;ם
י;ו;ן;ג;ה;ץ;ע;ך;ו;ת;ב;ם;י;ה;ל
ה;ל;א;ם;י;ה;ל;א;ה;ו;ה;י;א;ר;ק
ו;ה;כ;י;א;ו;ל;ר;מ;א;י;ו;ם;ד;א
ב;י;ת;ע;מ;ש;ך;ל;ק;ת;א;ר;מ;א;י
נ;א;ם;ר;י;ע;י;כ;א;ר;י;א;ו;ן;ג
ה;י;מ;ר;מ;א;י;ו;א;ב;ח;א;ו;י;כ
ה;ה;ת;א;ם;ר;י;ע;י;כ;ך;ל;ד;י;ג
ל;ך;י;ת;י;ו;צ;ר;ש;א;ץ;ע;ה;ן;מ
ת;ל;כ;א;ו;נ;מ;מ;ל;כ;א;י;ת;ל;ב
ש;א;ה;ש;א;ה;ם;ד;א;ה;ר;מ;א;י;ו
נ;ת;נ;א;ו;ה;י;ד;מ;ע;ה;ת;ת;נ;ר
א;י;ו;ל;כ;א;ו;ץ;ע;ה;ן;מ;י;ל;ה
ה;ש;א;ל;ם;י;ה;ל;א;ה;ו;ה;י;ר;מ
ה;ר;מ;א;ת;ו;ת;י;ש;ע;ת;א;ז;ה;מ
א;ו;י;נ;א;י;ש;ה;ש;ח;נ;ה;ה;ש;א
י;ה;ל;א;ה;ו;ה;י;ר;מ;א;י;ו;ל;כ
א;ז;ת;י;ש;ע;י;כ;ש;ח;נ;ה;ל;א;ם
מ;ה;ב;ה;ל;כ;מ;ה;ת;א;ר;ו;ר;א;ת
ג;ל;ע;ה;ד;ש;ה;ת;י;ח;ל;כ;מ;ו;ה
כ;ל;כ;א;ת;ר;פ;ע;ו;ך;ל;ת;ך;נ;ח
ש;א;ה;ב;י;א;ו;ך;י;י;ח;י;מ;י;ל
ו;ה;ש;א;ה;ן;י;ב;ו;ך;נ;י;ב;ת;י
ה;ע;ר;ז;ן;י;ב;ו;ך;ע;ר;ז;ן;י;ב
ה;ת;א;ו;ש;א;ר;ך;פ;ו;ש;י;א;ו;ה
ה;ש;א;ה;ל;א;ב;ק;ע;ו;נ;פ;ו;ש;ת
ו;ב;צ;ע;ה;ב;ר;א;ה;ב;ר;ה;ר;מ;א
י;ד;ל;ת;ב;צ;ע;ב;ך;נ;ר;ה;ו;ך;נ
ק;ו;ש;ת;ך;ש;י;א;ל;א;ו;ם;י;נ;ב
א;ל;ו;ך;ב;ל;ש;מ;י;א;ו;ה;ו;ך;ת
ל;ו;ק;ל;ת;ע;מ;ש;י;כ;ר;מ;א;ם;ד
א;ץ;ע;ה;ן;מ;ל;כ;א;ת;ו;ך;ת;ש;א
ת;א;ל;ר;מ;א;ל;ך;י;ת;י;ו;צ;ר;ש
ד;א;ה;ה;ר;ו;ר;א;ו;נ;מ;מ;ל;כ;א
ת;ן;ו;ב;צ;ע;ב;ך;ר;ו;ב;ע;ב;ה;מ
ו;ך;י;י;ח;י;מ;י;ל;כ;ה;נ;ל;כ;א
ך;ל;ח;י;מ;צ;ת;ר;ד;ר;ד;ו;ץ;ו;ק
ב;ה;ד;ש;ה;ב;ש;ע;ת;א;ת;ל;כ;א;ו
ע;ם;ח;ל;ל;כ;א;ת;ך;י;פ;א;ת;ע;ז
מ;י;כ;ה;מ;ד;א;ה;ל;א;ך;ב;ו;ש;ד
ה;ת;א;ר;פ;ע;י;כ;ת;ח;ק;ל;ה;נ;מ
א;ר;ק;י;ו;ב;ו;ש;ת;ר;פ;ע;ל;א;ו
י;כ;ה;ו;ח;ו;ת;ש;א;ם;ש;ם;ד;א;ה
י;ו;י;ח;ל;כ;ם;א;ה;ת;י;ה;א;ו;ה
ם;ד;א;ל;ם;י;ה;ל;א;ה;ו;ה;י;ש;ע
ו;ר;ו;ע;ת;ו;נ;ת;כ;ו;ת;ש;א;ל;ו
א;ה;ו;ה;י;ר;מ;א;י;ו;ם;ש;ב;ל;י
א;כ;ה;י;ה;ם;ד;א;ה;ן;ה;ם;י;ה;ל
ר;ו;ב;ו;ט;ת;ע;ד;ל;ו;נ;מ;מ;ד;ח
ו;ו;ד;י;ח;ל;ש;י;ן;פ;ה;ת;ע;ו;ע
א;ו;ם;י;י;ח;ה;ץ;ע;מ;ם;ג;ח;ק;ל
ה;ח;ל;ש;י;ו;ם;ל;ע;ל;י;ח;ו;ל;כ
ד;ע;ן;ג;מ;ם;י;ה;ל;א;ה;ו;ה;י;ו
ר;ש;א;ה;מ;ד;א;ה;ת;א;ד;ב;ע;ל;ן
א;ה;ת;א;ש;ר;ג;י;ו;ם;ש;מ;ח;ק;ל
ע;ן;ג;ל;ם;ד;ק;מ;ן;כ;ש;י;ו;ם;ד
ה;ל;ת;א;ו;ם;י;ב;ר;כ;ה;ת;א;ן;ד
מ;ש;ל;ת;כ;פ;ה;ת;מ;ה;ב;ר;ח;ה;ט
ה;ו;ם;י;י;ח;ה;ץ;ע;ך;ר;ד;ת;א;ר
ו;ת;ש;א;ה;ו;ח;ת;א;ע;ד;י;ם;ד;א
ת;ו;ן;י;ק;ת;א;ד;ל;ת;ו;ר;ה;ת;ו
ה;י;ת;א;ש;י;א;י;ת;י;נ;ק;ר;מ;א
י;ח;א;ת;א;ת;ד;ל;ל;ף;ס;ת;ו;ה;ו
ע;ר;ל;ב;ה;י;ה;י;ו;ל;ב;ה;ת;א;ו
א;ד;ב;ע;ה;י;ה;ן;י;ק;ו;ן;א;צ;ה
ו;ם;י;מ;י;ץ;ק;מ;י;ה;י;ו;ה;מ;ד
ה;מ;ד;א;ה;י;ר;פ;מ;ן;י;ק;א;ב;י
ב;ה;ל;ב;ה;ו;ה;ו;ה;י;ל;ה;ח;נ;מ
א;צ;ת;ו;ר;כ;ב;מ;א;ו;ה;ם;ג;א;י
ה;י;ע;ש;י;ו;ן;ה;ב;ל;ח;מ;ו;ו;נ
ו;ת;ח;נ;מ;ל;א;ו;ל;ב;ה;ל;א;ה;ו
ל;ו;ת;ח;נ;מ;ל;א;ו;ן;י;ק;ל;א;ו
ד;א;מ;ן;י;ק;ל;ר;ח;י;ו;ה;ע;ש;א
י;ר;מ;א;י;ו;ו;י;נ;פ;ו;ל;פ;י;ו
ל;ה;ר;ח;ה;מ;ל;ן;י;ק;ל;א;ה;ו;ה
ל;ה;ך;י;נ;פ;ו;ל;פ;נ;ה;מ;ל;ו;ך
ם;א;ו;ת;א;ש;ב;י;ט;י;ת;ם;א;א;ו
ת;א;ט;ח;ח;ת;פ;ל;ב;י;ט;י;ת;א;ל
ו;ו;ת;ק;ו;ש;ת;ך;י;ל;א;ו;ץ;ב;ר
ק;ר;מ;א;י;ו;ו;ב;ל;ש;מ;ת;ה;ת;א
י;ה;י;ו;ו;י;ח;א;ל;ב;ה;ל;א;ן;י
ק;ם;ק;י;ו;ה;ד;ש;ב;ם;ת;ו;י;ה;ב
ר;ה;י;ו;ו;י;ח;א;ל;ב;ה;ל;א;ן;י
ק;ל;א;ה;ו;ה;י;ר;מ;א;י;ו;ו;ה;ג
מ;א;י;ו;ך;י;ח;א;ל;ב;ה;י;א;ן;י
י;ח;א;ר;מ;ש;ה;י;ת;ע;ד;י;א;ל;ר
ת;י;ש;ע;ה;מ;ר;מ;א;י;ו;י;כ;נ;א
ם;י;ק;ע;צ;ך;י;ח;א;י;מ;ד;ל;ו;ק
א;ה;ת;ע;ו;ה;מ;ד;א;ה;ן;מ;י;ל;א
ש;א;ה;מ;ד;א;ה;ן;מ;ה;ת;א;ר;ו;ר
א;ת;ח;ק;ל;ה;י;פ;ת;א;ה;ת;צ;פ;ר
ת;י;כ;ך;ד;י;מ;ך;י;ח;א;י;מ;ד;ת
ף;ס;ת;א;ל;ה;מ;ד;א;ה;ת;א;ד;ב;ע
י;ה;ת;ד;נ;ו;ע;נ;ך;ל;ה;ח;כ;ת;ת
ל;א;ן;י;ק;ר;מ;א;י;ו;ץ;ר;א;ב;ה
ש;נ;מ;י;נ;ו;ע;ל;ו;ד;ג;ה;ו;ה;י
מ;ם;ו;י;ה;י;ת;א;ת;ש;ר;ג;ן;ה;א
י;נ;פ;מ;ו;ה;מ;ד;א;ה;י;נ;פ;ל;ע
נ;ו;ע;נ;י;ת;י;י;ה;ו;ר;ת;ס;א;ך
י;א;צ;מ;ל;כ;ה;י;ה;ו;ץ;ר;א;ב;ד
ה;י;ו;ל;ר;מ;א;י;ו;י;נ;ג;ר;ה;י
ב;ש;ן;י;ק;ג;ר;ה;ל;כ;ן;כ;ל;ה;ו
ה;ו;ה;י;ם;ש;י;ו;ם;ק;י;ם;י;ת;ע
ו;כ;ה;י;ת;ל;ב;ל;ת;ו;א;ן;י;ק;ל
ק;א;צ;י;ו;ו;א;צ;מ;ל;כ;ו;ת;א;ת
ב;ש;י;ו;ה;ו;ה;י;י;נ;פ;ל;מ;ן;י
ו;ן;ד;ע;ת;מ;ד;ק;ד;ו;נ;ץ;ר;א;ב
ה;ת;ו;ו;ת;ש;א;ת;א;ן;י;ק;ע;ד;י
י;ה;י;ו;ך;ו;נ;ח;ת;א;ד;ל;ת;ו;ר
ע;ה;ם;ש;א;ר;ק;י;ו;ר;י;ע;ה;נ;ב
ו;י;ו;ך;ו;נ;ח;ו;נ;ב;ם;ש;כ;ר;י
